rank	name	metric
1	tip210_p2.25	0.828901388
2	tip210_p2.50	0.828863351
3	tip210_p2.35	0.828850790
4	tip205_p2.25	0.828518221
5	tip205_p2.35	0.828148293
6	tip205_p2.50	0.827246137
7	tip200_p2.25	0.826186854
8	tip200_p2.35	0.824837040
9	tip200_p2.50	0.823066609
