rank	name	metric
1	tip210_p2.35_h000	0.828832506
2	tip210_p2.15_h010	0.828405499
3	tip210_p2.35_h010	0.828253854
4	tip210_p2.15_h000	0.828215028
5	tip210_p2.15_h025	0.827390941
6	tip210_p2.35_h025	0.826482140
7	tip215_p2.30_h025	0.826255233
8	tip205_p2.30_h025	0.823456907
9	tip210_p2.15_h050	0.822143616
10	tip210_p2.35_h050	0.820533521
11	tip210_p2.15_h080	0.810825221
12	tip210_p2.35_h080	0.810226389
13	tip210_p2.35_h120	0.795267955
14	tip210_p2.15_h120	0.793939910
