rank	name	metric
1	tri05_g45_t160_b28	0.718515638
2	tri07_g45_t200_b28	0.708433597
3	tri01_g25_t160_b28	0.648299976
4	tri09_g65_t160_b28	0.643071022
5	tri08_g65_t160_b18	0.637393385
6	tri11_g65_t200_b28	0.626031586
7	tri04_g45_t160_b18	0.622867263
8	tri10_g65_t200_b18	0.621938238
9	tri03_g25_t200_b28	0.600730428
10	tri06_g45_t200_b18	0.593272588
11	tri00_g25_t160_b18	0.578297117
12	tri02_g25_t200_b18	0.572924324
