rank	name	metric
1	tip205_p2.20	0.828648615
2	tip210_p2.20	0.828557845
3	tip205_p2.10	0.828388093
4	tip210_p2.10	0.827807676
5	tip205_p2.00	0.827308603
6	tip200_p2.10	0.827207704
7	tip200_p2.00	0.826919835
8	tip200_p2.20	0.826772320
9	tip210_p2.00	0.826628849
10	tip215_p2.20	0.825909201
11	tip215_p2.10	0.825010640
12	tip215_p2.00	0.823985470
