rank	name	metric
1	tip210_p2.05	0.827259093
2	tip200_p2.05	0.827197733
3	tip200_p1.90	0.826049874
4	tip210_p1.90	0.825080870
5	tip200_p1.75	0.823543627
6	tip210_p1.75	0.820741988
7	tip220_p2.05	0.819037838
8	tip220_p1.90	0.817522542
9	tip220_p1.75	0.812614241
10	tip240_p2.05	0.799306332
11	tip240_p1.90	0.794727491
12	tip240_p1.75	0.788071993
13	tip260_p2.05	0.745756665
14	tip260_p1.90	0.744333500
15	tip260_p1.75	0.740744056
