rank	name	metric
1	eb_an0.15_c20	0.847203556
2	eb_ap0.00_c40	0.847060897
3	eb_ap0.00_c30	0.847060897
4	eb_ap0.00_c20	0.847060897
5	eb_an0.30_c20	0.846225383
6	eb_ap0.15_c20	0.846193563
7	eb_an0.15_c30	0.846117344
8	eb_ap0.30_c20	0.844623111
9	eb_ap0.15_c30	0.843126372
10	eb_an0.30_c30	0.842292980
11	eb_ap0.15_c40	0.841495858
12	eb_an0.15_c40	0.841176641
13	eb_ap0.30_c30	0.836760209
