rank	name	metric
1	ctpf_t195_p2.20	0.847026064
2	ctpf_t195_p2.15	0.847012987
3	ctpf_t200_p2.15	0.846721751
4	ctpf_t205_p2.25	0.846286977
5	ctpf_t205_p2.20	0.846028081
